split,fish_type,file_name
train,fish_01,fish_000000029598_05361.png
train,fish_01,fish_000002819598_05337.png
train,fish_01,fish_000004380001_00175.png
train,fish_01,fish_000004420001_00197.png
train,fish_01,fish_000004460001_00278.png
train,fish_01,fish_000004480001_00284.png
train,fish_01,fish_000004490001_00296.png
train,fish_01,fish_000004500001_00313.png
train,fish_01,fish_000004540001_00324.png
train,fish_01,fish_000004560001_00354.png
train,fish_01,fish_000004570001_00360.png
train,fish_01,fish_000004580001_00366.png
train,fish_01,fish_000004600001_00420.png
train,fish_01,fish_000004630001_00427.png
train,fish_01,fish_000004640001_00432.png
train,fish_01,fish_000004790001_00560.png
train,fish_01,fish_000004840001_00602.png
train,fish_01,fish_000004890001_00632.png
train,fish_01,fish_000004930001_00653.png
train,fish_01,fish_000004940001_00656.png
train,fish_01,fish_000005299598_05426.png
train,fish_01,fish_000005909598_05414.png
train,fish_01,fish_000006900001_00691.png
train,fish_01,fish_000006930001_00701.png
train,fish_01,fish_000007010001_00755.png
train,fish_01,fish_000007080001_00805.png
train,fish_01,fish_000007140001_00857.png
train,fish_01,fish_000007190001_00890.png
train,fish_01,fish_000007210001_00918.png
train,fish_01,fish_000007220001_00930.png
train,fish_01,fish_000007289598_05457.png
train,fish_01,fish_000007340001_00985.png
train,fish_01,fish_000007450001_01038.png
train,fish_01,fish_000007460001_01041.png
train,fish_01,fish_000007470001_01051.png
train,fish_01,fish_000010229598_05488.png
train,fish_01,fish_000011280001_01064.png
train,fish_01,fish_000011310001_01077.png
train,fish_01,fish_000011340001_01080.png
train,fish_01,fish_000011390001_01088.png
train,fish_01,fish_000011499598_05487.png
train,fish_01,fish_000013380001_01472.png
train,fish_01,fish_000013519597_05161.png
train,fish_01,fish_000013520001_01339.png
train,fish_01,fish_000014499598_05643.png
train,fish_01,fish_000015860001_01532.png
train,fish_01,fish_000016229598_05601.png
train,fish_01,fish_000016389598_05574.png
train,fish_01,fish_000017350001_01553.png
train,fish_01,fish_000017499598_05696.png
train,fish_01,fish_000017600001_01574.png
train,fish_01,fish_000017660001_01671.png
train,fish_01,fish_000017880001_01695.png
train,fish_01,fish_000017990001_01728.png
train,fish_01,fish_000019399597_05183.png
train,fish_01,fish_000021810001_01831.png
train,fish_01,fish_000021860001_01860.png
train,fish_01,fish_000021940001_01888.png
train,fish_01,fish_000022010001_01945.png
train,fish_01,fish_000022050001_01952.png
train,fish_01,fish_000022080001_01992.png
train,fish_01,fish_000022690001_02139.png
train,fish_01,fish_000023130001_02180.png
train,fish_01,fish_000023160001_02190.png
train,fish_01,fish_000023170001_02194.png
train,fish_01,fish_000023210001_02217.png
train,fish_01,fish_000023560001_02266.png
train,fish_01,fish_000023710001_02321.png
train,fish_01,fish_000025970001_02379.png
train,fish_01,fish_000026090001_02424.png
train,fish_01,fish_000026230001_02946.png
train,fish_01,fish_000026370001_02465.png
train,fish_01,fish_000026439597_05229.png
train,fish_01,fish_000026440001_02606.png
train,fish_01,fish_000026520001_02480.png
train,fish_01,fish_000026560001_02490.png
train,fish_01,fish_000026700001_02970.png
train,fish_01,fish_000026780001_02499.png
train,fish_01,fish_000026870001_02503.png
train,fish_01,fish_000027070001_03004.png
train,fish_01,fish_000027090001_02508.png
train,fish_01,fish_000027270001_02522.png
train,fish_01,fish_000027500001_03029.png
train,fish_01,fish_000030959597_05278.png
train,fish_01,fish_000033079597_05279.png
train,fish_01,fish_000033590001_03085.png
train,fish_01,fish_000033610001_03096.png
train,fish_01,fish_000039019598_05873.png
train,fish_01,fish_000039059598_05899.png
train,fish_01,fish_000039799598_05838.png
train,fish_01,fish_000042209596_04425.png
train,fish_01,fish_000050759598_05994.png
train,fish_01,fish_000057229596_04612.png
train,fish_01,fish_000057849596_04620.png
train,fish_01,fish_000060649598_06164.png
train,fish_01,fish_000067269598_06244.png
train,fish_01,fish_000067959598_06274.png
train,fish_01,fish_000069349598_06370.png
train,fish_01,fish_000069889598_06298.png
train,fish_01,fish_000079399598_06490.png
train,fish_01,fish_000080779598_06493.png
train,fish_01,fish_000081289598_06522.png
train,fish_01,fish_000083459598_06588.png
train,fish_01,fish_000085369598_06613.png
train,fish_01,fish_000086459598_06648.png
train,fish_01,fish_000094579598_06693.png
train,fish_01,fish_000099029598_06754.png
train,fish_01,fish_000099219598_06812.png
train,fish_01,fish_000100429598_06767.png
train,fish_01,fish_000100529598_06780.png
train,fish_01,fish_000104989598_06902.png
train,fish_01,fish_000107559598_06892.png
train,fish_01,fish_000107579598_06890.png
train,fish_01,fish_000109159598_07017.png
train,fish_01,fish_000110709598_06971.png
train,fish_01,fish_000125419598_07256.png
train,fish_01,fish_000126109598_07146.png
train,fish_01,fish_000129779598_07183.png
train,fish_01,fish_000135469598_07257.png
train,fish_01,fish_000137839598_07284.png
train,fish_01,fish_000140879598_07331.png
train,fish_01,fish_000144789598_07437.png
train,fish_01,fish_000147239598_07445.png
train,fish_01,fish_000148389598_07470.png
train,fish_01,fish_000149499598_07472.png
train,fish_01,fish_000153179598_07490.png
train,fish_01,fish_000159199598_07587.png
train,fish_01,fish_000162409598_07615.png
train,fish_01,fish_000168219598_07690.png
train,fish_01,fish_000172359598_07676.png
train,fish_01,fish_000173879598_07699.png
train,fish_01,fish_000177739598_07752.png
train,fish_01,fish_000472000101_00487.png
train,fish_01,fish_001371000101_01377.png
train,fish_01,fish_003379245208_20130.png
train,fish_01,fish_003379255208_27131.png
train,fish_01,fish_003379685208_20748.png
train,fish_01,fish_003379875208_25003.png
train,fish_01,fish_003384485218_26754.png
train,fish_01,fish_003387605222_18944.png
train,fish_01,fish_003387615222_26291.png
train,fish_01,fish_003387815222_24711.png
train,fish_01,fish_003391425225_25224.png
train,fish_01,fish_003391615225_17708.png
train,fish_01,fish_003391695225_25322.png
train,fish_01,fish_003391715225_27056.png
train,fish_01,fish_003391755225_16347.png
train,fish_01,fish_003391805225_27068.png
train,fish_01,fish_003391985225_26277.png
train,fish_01,fish_003395235228_17305.png
train,fish_01,fish_003397135231_24530.png
train,fish_01,fish_003397615231_17406.png
train,fish_01,fish_003398215233_25476.png
train,fish_01,fish_003398395232_12381.png
train,fish_01,fish_003398565233_23595.png
train,fish_01,fish_003399165233_13676.png
train,fish_01,fish_003399365233_27094.png
train,fish_01,fish_003399495233_11666.png
train,fish_01,fish_003399925232_26061.png
train,fish_01,fish_003402145234_23366.png
train,fish_01,fish_003405265240_12144.png
train,fish_01,fish_003405825240_22925.png
train,fish_01,fish_003405915240_23136.png
train,fish_01,fish_003406305240_12824.png
train,fish_01,fish_003406365240_26055.png
train,fish_01,fish_003411645250_21660.png
train,fish_01,fish_003411735250_24118.png
train,fish_01,fish_003411765250_21572.png
train,fish_01,fish_003417255270_24780.png
train,fish_01,fish_003419395275_20466.png
train,fish_01,fish_003419415275_23578.png
train,fish_01,fish_003419605275_20407.png
train,fish_01,fish_003419615275_25252.png
train,fish_01,fish_003419655275_23682.png
train,fish_01,fish_003421065277_16426.png
train,fish_01,fish_003421145277_24993.png
train,fish_01,fish_003422195277_24286.png
train,fish_01,fish_003425465286_24809.png
train,fish_01,fish_003425495286_19108.png
train,fish_01,fish_003425515286_20261.png
train,fish_01,fish_003425605286_27013.png
train,fish_01,fish_003425645286_19129.png
train,fish_01,fish_003425845286_24560.png
train,fish_01,fish_003425985286_19020.png
train,fish_01,fish_003426015286_18436.png
train,fish_01,fish_003426085286_21846.png
train,fish_01,fish_003426105286_24819.png
train,fish_01,fish_003426175286_18831.png
train,fish_01,fish_003426205286_27166.png
train,fish_01,fish_003426255286_21839.png
train,fish_01,fish_003426295286_27010.png
train,fish_01,fish_003426495286_24392.png
train,fish_01,fish_003426545286_25190.png
train,fish_01,fish_003426585286_21719.png
train,fish_01,fish_003429955290_18662.png
train,fish_01,fish_003430045290_18657.png
train,fish_01,fish_003430125290_24946.png
train,fish_01,fish_003430205290_27002.png
train,fish_01,fish_003430375290_20053.png
train,fish_01,fish_003430455290_23399.png
train,fish_01,fish_003433155293_18494.png
train,fish_01,fish_003433175293_25036.png
train,fish_01,fish_003433375293_24074.png
train,fish_01,fish_003433465293_18691.png
train,fish_01,fish_003433695293_18984.png
train,fish_01,fish_003433725293_18645.png
train,fish_01,fish_003434035293_25200.png
train,fish_01,fish_003434565293_18647.png
train,fish_01,fish_003434575293_24941.png
train,fish_01,fish_003434645293_24938.png
train,fish_01,fish_003435285294_20151.png
train,fish_01,fish_003436795295_24743.png
train,fish_01,fish_003436985295_23304.png
train,fish_01,fish_003440415298_25363.png
train,fish_01,fish_003442475300_17572.png
train,fish_01,fish_003442615300_24694.png
train,fish_01,fish_003442635300_26241.png
train,fish_01,fish_003444425304_20413.png
train,fish_01,fish_003446295306_18141.png
train,fish_01,fish_003446365306_25585.png
train,fish_01,fish_003446945306_19072.png
train,fish_01,fish_003447045306_25543.png
train,fish_01,fish_003447085306_16400.png
train,fish_01,fish_003447115306_25531.png
train,fish_01,fish_003447515306_24769.png
train,fish_01,fish_003447645306_20066.png
train,fish_01,fish_003447775306_26231.png
train,fish_01,fish_003447825306_17577.png
train,fish_01,fish_003448045305_22991.png
train,fish_01,fish_003452915308_25578.png
train,fish_01,fish_003453015308_14115.png
train,fish_01,fish_003453125308_25594.png
train,fish_01,fish_003453405308_18081.png
train,fish_01,fish_003455695311_26281.png
train,fish_01,fish_003455705311_23170.png
train,fish_01,fish_003456205311_23285.png
train,fish_01,fish_003456225311_26239.png
train,fish_01,fish_003458685315_26567.png
train,fish_01,fish_003459125316_13726.png
train,fish_01,fish_003467345330_13748.png
train,fish_01,fish_003467415331_23237.png
train,fish_01,fish_003468625332_17269.png
train,fish_01,fish_003469135334_12967.png
train,fish_01,fish_003469375335_17536.png
train,fish_01,fish_003470135337_22584.png
train,fish_01,fish_003470645337_22850.png
train,fish_01,fish_003470705337_14902.png
train,fish_01,fish_003473565342_12458.png
train,fish_01,fish_003473595342_22144.png
train,fish_01,fish_003473735342_14882.png
train,fish_01,fish_003473775342_17720.png
train,fish_01,fish_003474015342_26680.png
train,fish_01,fish_003474045342_16803.png
train,fish_01,fish_003474115342_26755.png
train,fish_01,fish_003474125342_22873.png
train,fish_01,fish_003474225342_23545.png
train,fish_01,fish_003474285342_23268.png
train,fish_01,fish_003474445342_26652.png
train,fish_01,fish_003474575342_16798.png
train,fish_01,fish_003474625342_23880.png
train,fish_01,fish_003479515351_11763.png
train,fish_01,fish_003480325354_17429.png
train,fish_01,fish_003480805354_21578.png
train,fish_01,fish_003480885354_23821.png
train,fish_01,fish_003480975354_24256.png
train,fish_01,fish_003486355364_26694.png
train,fish_01,fish_003486925364_22624.png
train,fish_01,fish_003489625366_14093.png
train,fish_01,fish_003489745366_18272.png
train,fish_01,fish_003489765366_18743.png
train,fish_01,fish_003489775366_18389.png
train,fish_01,fish_003489795366_21987.png
train,fish_01,fish_003489885366_20526.png
train,fish_01,fish_003489895366_19742.png
train,fish_01,fish_003489965366_24648.png
train,fish_01,fish_003490065366_24570.png
train,fish_01,fish_003490345366_19662.png
train,fish_01,fish_003490355366_26972.png
train,fish_01,fish_003490415366_11115.png
train,fish_01,fish_003490495366_11455.png
train,fish_01,fish_003490805366_18799.png
train,fish_01,fish_003490865366_23346.png
train,fish_01,fish_003493515369_18606.png
train,fish_01,fish_003493585369_18794.png
train,fish_01,fish_003493925369_15850.png
train,fish_01,fish_003493935369_18670.png
train,fish_01,fish_003493955369_17317.png
train,fish_01,fish_003494155369_11135.png
train,fish_01,fish_003494165369_27203.png
train,fish_01,fish_003495325372_26565.png
train,fish_01,fish_003495735372_10880.png
train,fish_01,fish_003496075372_12255.png
train,fish_01,fish_003496725374_18174.png
train,fish_01,fish_003496825374_13975.png
train,fish_01,fish_003496965374_23756.png
train,fish_01,fish_003497065374_18667.png
train,fish_01,fish_003497305374_20329.png
train,fish_01,fish_003497365374_24554.png
train,fish_01,fish_003497575374_17322.png
train,fish_01,fish_003497615374_24452.png
train,fish_01,fish_003497725374_25172.png
train,fish_01,fish_003500855378_17518.png
train,fish_01,fish_003500925378_10581.png
train,fish_01,fish_003500975378_19145.png
train,fish_01,fish_003501035378_18415.png
train,fish_01,fish_003501045378_17574.png
train,fish_01,fish_003501095378_16595.png
train,fish_01,fish_003501185378_10577.png
train,fish_01,fish_003501235378_15888.png
train,fish_01,fish_003501285378_10618.png
train,fish_01,fish_003501425378_23278.png
train,fish_01,fish_003501445378_17591.png
train,fish_01,fish_003501515379_18742.png
train,fish_01,fish_003501545379_10495.png
train,fish_01,fish_003501805379_24605.png
train,fish_01,fish_003501835379_27073.png
train,fish_01,fish_003501985378_18688.png
train,fish_01,fish_003502025379_18735.png
train,fish_01,fish_003502065378_20554.png
train,fish_01,fish_003502075378_10450.png
train,fish_01,fish_003503135380_10425.png
train,fish_01,fish_003506000101_03384.png
train,fish_01,fish_003506245386_17403.png
train,fish_01,fish_003506305386_27016.png
train,fish_01,fish_003506425386_16394.png
train,fish_01,fish_003506445386_15568.png
train,fish_01,fish_003506685386_24415.png
train,fish_01,fish_003506695386_11317.png
train,fish_01,fish_003506725386_10320.png
train,fish_01,fish_003506745386_22953.png
train,fish_01,fish_003508485390_24532.png
train,fish_01,fish_003508755390_24511.png
train,fish_01,fish_003509875395_15525.png
train,fish_01,fish_003512205409_11788.png
train,fish_01,fish_003512665409_12029.png
train,fish_01,fish_003515505414_10127.png
train,fish_01,fish_003515535414_18814.png
train,fish_01,fish_003515735414_10126.png
train,fish_01,fish_003516245415_17371.png
train,fish_01,fish_003516345414_10020.png
train,fish_01,fish_003516985416_21522.png
train,fish_01,fish_003517325415_26705.png
train,fish_01,fish_003523195417_22639.png
train,fish_01,fish_003523205417_12076.png
train,fish_01,fish_003523695418_09868.png
train,fish_01,fish_003523995417_13013.png
train,fish_01,fish_003524105417_16882.png
train,fish_01,fish_003524395417_10112.png
train,fish_01,fish_003525065417_10470.png
train,fish_01,fish_003525355417_20418.png
train,fish_01,fish_003525555417_16516.png
train,fish_01,fish_003525895417_22049.png
train,fish_01,fish_003526325419_22797.png
train,fish_01,fish_003526365419_22944.png
train,fish_01,fish_003526475419_14481.png
train,fish_01,fish_003526725419_17707.png
train,fish_01,fish_003527075419_22726.png
train,fish_01,fish_003527175419_12749.png
train,fish_01,fish_003532995422_22045.png
train,fish_01,fish_003534145426_25485.png
train,fish_01,fish_003534175426_24738.png
train,fish_01,fish_003535035429_17610.png
train,fish_01,fish_003535125429_09606.png
train,fish_01,fish_003535175429_13830.png
train,fish_01,fish_003535205429_18736.png
train,fish_01,fish_003535215429_09581.png
train,fish_01,fish_003535245429_16842.png
train,fish_01,fish_003535385429_10885.png
train,fish_01,fish_003535425429_21330.png
train,fish_01,fish_003535675429_10592.png
train,fish_01,fish_003535705429_17408.png
train,fish_01,fish_003535745429_09600.png
train,fish_01,fish_003540155442_15615.png
train,fish_01,fish_003540515442_26214.png
train,fish_01,fish_003540615442_09551.png
train,fish_01,fish_003540715442_09242.png
train,fish_01,fish_003541865448_09180.png
train,fish_01,fish_003541885448_09222.png
train,fish_01,fish_003542995448_14352.png
train,fish_01,fish_003549005463_22356.png
train,fish_01,fish_003549825470_24665.png
train,fish_01,fish_003549895470_18097.png
train,fish_01,fish_003549945470_24401.png
train,fish_01,fish_003549975470_14625.png
train,fish_01,fish_003550035470_25590.png
train,fish_01,fish_003550115470_13834.png
train,fish_01,fish_003550165470_25568.png
train,fish_01,fish_003550175470_25497.png
train,fish_01,fish_003550305470_26162.png
train,fish_01,fish_003550315470_22591.png
train,fish_01,fish_003550455470_27066.png
train,fish_01,fish_003552555472_21632.png
train,fish_01,fish_003552575472_24838.png
train,fish_01,fish_003552605472_09526.png
train,fish_01,fish_003554115478_27053.png
train,fish_01,fish_003555565481_25521.png
train,fish_01,fish_003556575482_23266.png
train,fish_01,fish_003556665482_17366.png
train,fish_01,fish_003556735482_17540.png
train,fish_01,fish_003558825487_20878.png
train,fish_01,fish_003558835487_09558.png
train,fish_01,fish_003568165517_16862.png
train,fish_01,fish_003568365517_16480.png
train,fish_01,fish_003568405517_26566.png
